"","arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude"
"506",199106997,"2019-06-29T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1601001","F","B",40,2,"25-44","M","BLACK",1005462,233820,40.8084405060001,-73.923376731
"507",199106799,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",45,0,"<18","F","BLACK",1033597,255731,40.868467378,-73.821582846
"508",199106612,"2019-06-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","B",47,0,"18-24","F","WHITE HISPANIC",1024278,258898,40.8772069870001,-73.8552575579999
"509",199102519,"2019-06-29T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","B",48,0,"45-64","M","WHITE HISPANIC",1016064,250097,40.8530843560001,-73.885001667
"510",199104961,"2019-06-29T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 140100E","M","M",10,2,"25-44","M","WHITE HISPANIC",982992,210566,40.744639755,-74.004541406
"511",199104938,"2019-06-29T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","B",42,0,"45-64","M","BLACK",1011920,242164,40.8313245590001,-73.9000139239999
"512",199081325,"2019-06-29T00:00:00.000",729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,"FORGERY","PL 1701501","F","K",61,0,"18-24","M","WHITE",1004124,155885,40.5945304470001,-73.928440001
"513",199104935,"2019-06-29T00:00:00.000",705,"FORGERY,ETC.-MISD.",358,"OFFENSES INVOLVING FRAUD","PL 1700500","M","B",47,0,"18-24","M","BLACK",1024781,264340,40.8921412610001,-73.8534057489999
"514",199103808,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL0511D01","M","M",6,0,"45-64","M","WHITE",982777,204727,40.728613108,-74.005316033
"515",199103803,"2019-06-29T00:00:00.000",508,"DRUG PARAPHERNALIA,   POSSESSES OR SELLS 2",235,"DANGEROUS DRUGS","PL 2205003","M","K",69,0,"18-24","F","BLACK",1013539,169616,40.6321930780001,-73.894479347
"516",199081062,"2019-06-29T00:00:00.000",759,"PUBLIC ADMINISTATION,UNCLASS MISDEMEAN 4",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 1950500","M","Q",102,0,"<18","M","WHITE HISPANIC",1025449,190497,40.6894593600001,-73.851442617
"517",199081320,"2019-06-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","K",75,2,"45-64","F","BLACK",1016834,180473,40.6619816670001,-73.8825557279999
"518",199104943,"2019-06-29T00:00:00.000",566,"MARIJUANA, POSSESSION",678,"MISCELLANEOUS PENAL LAW","PL 2210500","V","K",76,0,"25-44","M","BLACK",981861,186545,40.6787075820001,-74.00861451
"519",199076961,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",10,0,"18-24","M","BLACK",984791,209846,40.742663608,-73.998049108
"520",199077251,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",48,0,"18-24","M","BLACK",1011235,247139,40.8449816030001,-73.902469203
"521",199077517,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",23,0,"25-44","M","BLACK",1000278,228952,40.795090104,-73.9421146569999
"522",199077518,"2019-06-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","M",19,0,"18-24","M","BLACK",997324,218520,40.766461889,-73.952803632
"523",199077519,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",23,0,"25-44","M","BLACK",1000278,228952,40.795090104,-73.9421146569999
"524",199077526,"2019-06-29T00:00:00.000",681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","M",33,0,"25-44","M","WHITE HISPANIC",1001936,245282,40.8399082010001,-73.936083587
"525",199081034,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",47,2,"18-24","M","BLACK",1026242,262091,40.885961642,-73.848135601
"526",199081323,"2019-06-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","K",90,0,"25-44","M","BLACK HISPANIC",1003132,196628,40.70636327,-73.931897899
"527",199076962,"2019-06-29T00:00:00.000",244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,"BURGLARY","PL 1402000","F","Q",112,0,"25-44","M","WHITE",1025286,202643,40.722797981,-73.8519563569999
"528",199083603,"2019-06-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","B",47,0,"18-24","F","BLACK",1026486,262591,40.8873328180001,-73.847250013
"529",199101247,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",114,0,"25-44","M","WHITE HISPANIC",1007694,219657,40.7695612420001,-73.9153634469999
"530",199102548,"2019-06-29T00:00:00.000",729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,"FORGERY","PL 1701003","F","Q",108,0,"25-44","M","WHITE HISPANIC",1010180,210945,40.7456420930001,-73.9064220449999
"531",199083604,"2019-06-29T00:00:00.000",748,"CONTEMPT,CRIMINAL",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2155003","M","B",47,0,"18-24","M","WHITE HISPANIC",1026486,262591,40.8873328180001,-73.847250013
"532",199081607,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",10,0,"25-44","M","BLACK",983944,208570,40.739161316,-74.0011056719999
"533",199081603,"2019-06-29T00:00:00.000",441,"LARCENY,GRAND OF AUTO",110,"GRAND LARCENY OF MOTOR VEHICLE","PL 1553008","F","B",43,0,"25-44","M","WHITE HISPANIC",1024484,240601,40.826986279,-73.8546224529999
"534",199081038,"2019-06-29T00:00:00.000",244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,"BURGLARY","PL 1402000","F","K",75,0,"25-44","M","BLACK",1018747,183640,40.6706671250001,-73.875644318
"535",199077516,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510D","F","M",9,0,"25-44","F","ASIAN / PACIFIC ISLANDER",988774,202967,40.723781301,-73.983680033
"536",199103805,"2019-06-29T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","M",1,0,"25-44","M","WHITE",981969,196672,40.7065038900001,-74.0082285679999
"537",199103796,"2019-06-29T00:00:00.000",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117,"DANGEROUS DRUGS","PL 2200601","F","K",60,0,"45-64","F","WHITE",993119,149973,40.578321025,-73.9680740809999
"538",199101238,"2019-06-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200512","F","M",34,0,"25-44","F","BLACK HISPANIC",1005202,253699,40.863003221,-73.924253843
"539",199103813,"2019-06-29T00:00:00.000",106,"ASSAULT 2,1,PEACE OFFICER",106,"FELONY ASSAULT","PL 1200800","F","M",10,0,"18-24","F","BLACK",984657,213194,40.7518530360001,-73.9985324799999
"540",199101231,"2019-06-29T00:00:00.000",105,"STRANGULATION 1ST",106,"FELONY ASSAULT","PL 1211200","F","K",61,0,"25-44","M","WHITE",999870,150276,40.579143377,-73.943770579
"541",199101227,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL05110MU","M","B",49,0,"45-64","M","BLACK",1024265,250968,40.8554416310001,-73.855351917
"542",199097647,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510D","F","M",19,0,"18-24","M","WHITE HISPANIC",998713,223890,40.78119897,-73.947777715
"543",199097643,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",14,0,"18-24","F","BLACK",988058,214775,40.7561916700001,-73.986256492
"544",199095700,"2019-06-29T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","B",47,0,"25-44","M","BLACK",1025924,262375,40.886742638,-73.849283892
"545",199092412,"2019-06-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","B",47,0,"18-24","M","BLACK",1021148,257826,40.8742783210001,-73.8665817309999
"546",199090947,"2019-06-29T00:00:00.000",639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY &","PL 24030M1","M","Q",105,0,"18-24","M","BLACK",1052606,179361,40.6587255840001,-73.753630965
"547",199103804,"2019-06-29T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 140100E","M","M",10,2,"45-64","M","WHITE HISPANIC",984134,212015,40.748616987,-74.000420103
"548",199103822,"2019-06-29T00:00:00.000",419,"LARCENY,GRAND FROM PERSON,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553005","F","Q",103,1,"25-44","F","BLACK",1039726,195270,40.702482133,-73.799922252
"549",199090939,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",23,2,"18-24","F","WHITE HISPANIC",1000866,226632,40.7887212430001,-73.939996774
"550",199083621,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","S",121,0,"45-64","M","WHITE HISPANIC",946783,170902,40.6356920490001,-74.134994245
"551",199106808,"2019-06-29T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","K",75,0,"45-64","M","BLACK HISPANIC",1017119,183909,40.6714116630001,-73.8815117239999
"552",199106624,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",10,0,"18-24","F","BLACK",984791,209846,40.742663608,-73.998049108
"553",199106614,"2019-06-29T00:00:00.000",681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","B",40,0,"18-24","F","WHITE HISPANIC",1004926,234532,40.8103960190001,-73.9253107449999
"554",199104946,"2019-06-29T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","K",62,0,"25-44","M","ASIAN / PACIFIC ISLANDER",981699,158651,40.6021444720001,-74.009188017
"555",199085541,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL05110A1","M","Q",100,0,"25-44","M","BLACK",1023832,150174,40.578788806,-73.8575098319999
"556",199084129,"2019-06-29T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","B",52,0,"25-44","F","WHITE HISPANIC",1014776,254642,40.865563556,-73.889636767
"557",199083624,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","S",121,0,"25-44","M","WHITE HISPANIC",946783,170902,40.6356920490001,-74.134994245
"558",199107007,"2019-06-29T00:00:00.000",105,"STRANGULATION 1ST",106,"FELONY ASSAULT","PL 1211200","F","K",81,0,"45-64","M","BLACK",1003613,187416,40.6810774260001,-73.930189508
"559",199104944,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","K",75,0,"25-44","M","BLACK",1017119,183909,40.6714116630001,-73.8815117239999
"560",199106804,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",75,0,"<18","F","BLACK",1015390,177544,40.653947407,-73.8877739979999
"561",199106625,"2019-06-29T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","Q",115,0,"25-44","F","WHITE HISPANIC",1022997,215835,40.7590170220001,-73.8601383539999
"562",199106622,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",5,0,"25-44","M","WHITE",985961,200916,40.7181527910001,-73.993829126
"563",199106431,"2019-06-29T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 140100E","M","M",10,2,"25-44","M","WHITE HISPANIC",982992,210566,40.744639755,-74.004541406
"564",199106427,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",14,0,"<18","F","WHITE HISPANIC",987220,212676,40.7504307680001,-73.989282176
"565",199106417,"2019-06-29T00:00:00.000",139,"MURDER,UNCLASSIFIED",101,"MURDER & NON-NEGL. MANSLAUGHTER","PL 1252501","F","B",52,0,"<18","M","BLACK HISPANIC",1017440,256046,40.869407492,-73.879998313
"566",199104960,"2019-06-29T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1601502","F","M",20,0,"25-44","M","BLACK HISPANIC",989731,222727,40.7780169750001,-73.980211324
"567",199090944,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",13,0,"25-44","M","WHITE",985265,208166,40.7380523840001,-73.996338808
"568",199089629,"2019-06-29T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450502","F","Q",105,0,"45-64","M","WHITE HISPANIC",1057635,177816,40.6544446670001,-73.7355222319999
"569",199101236,"2019-06-29T00:00:00.000",258,"CRIMINAL MISCHIEF 4TH, GRAFFITI",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1456002","M","M",1,0,"25-44","M","WHITE",984500,203059,40.724034972,-73.999099508
"570",199083623,"2019-06-29T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1601503","F","S",121,0,"25-44","M","BLACK",946136,171053,40.6361037510001,-74.137326221
"571",199099668,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",110,0,"18-24","F","WHITE HISPANIC",1019840,206689,40.733926841,-73.871582398
"572",199099666,"2019-06-29T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","Q",103,0,"45-64","M","BLACK",1040187,195866,40.7041151070001,-73.798254669
"573",199095707,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL05110A4","M","Q",103,0,"25-44","M","BLACK",1037778,194006,40.699024755,-73.806957913
"574",199092415,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",43,0,"45-64","M","BLACK",1021119,238525,40.8213029400001,-73.866792719
"575",199090943,"2019-06-29T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553001","F","M",26,0,"45-64","M","BLACK HISPANIC",996343,236150,40.8148528940001,-73.956313353
"576",199088162,"2019-06-29T00:00:00.000",792,"WEAPONS POSSESSION 1 & 2",118,"DANGEROUS WEAPONS","PL 265031B","F","M",32,2,"25-44","M","BLACK",1001540,239456,40.823918291,-73.937529761
"577",199085532,"2019-06-29T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U3","M","K",72,0,"25-44","M","WHITE HISPANIC",981166,176474,40.651064701,-74.011115585
"578",199083609,"2019-06-29T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","M",10,0,"25-44","F","BLACK HISPANIC",983980,213270,40.7520616420001,-74.000975953
"579",199102530,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",90,0,"25-44","M","WHITE",999701,195491,40.703249129,-73.9442754259999
"580",199081317,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",76,0,"45-64","F","WHITE HISPANIC",984110,188364,40.683700646,-74.000506225
"581",199081043,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",81,0,"25-44","M","BLACK",1001322,188843,40.684998931,-73.9384459299999
"582",199077248,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL05110MU","M","B",41,0,"25-44","M","BLACK",1013332,237623,40.818856274,-73.894931248
"583",199107009,"2019-06-29T00:00:00.000",548,"GAMBLING, DEVICE, POSSESSION",350,"GAMBLING","PL 2253002","M","K",79,0,"25-44","M","BLACK",1000788,189718,40.6874016190001,-73.940369194
"584",199076965,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",101,0,"25-44","M","WHITE HISPANIC",1053650,158969,40.602745951,-73.750077865
"585",199077509,"2019-06-29T00:00:00.000",461,"UNAUTHORIZED USE VEHICLE 2",126,"MISCELLANEOUS PENAL LAW","PL 1650600","F","K",62,0,"25-44","M","ASIAN / PACIFIC ISLANDER",982580,161999,40.6113342580001,-74.006016217
"586",199081037,"2019-06-29T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U3","M","K",94,0,"25-44","F","BLACK",996272,201903,40.7208538670001,-73.956631105
"587",199101243,"2019-06-29T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","Q",109,0,"45-64","F","BLACK",1031336,218430,40.7660991400001,-73.830019377
"588",199102544,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",114,0,"18-24","M","WHITE",1007694,219657,40.7695612420001,-73.9153634469999
"589",199088171,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",106,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1028605,187930,40.682398289,-73.840079369
"590",199102549,"2019-06-29T00:00:00.000",179,"SEXUAL ABUSE 1",116,"SEX CRIMES","PL 1306503","F","Q",112,0,"<18","M","WHITE HISPANIC",1025420,202485,40.722363687,-73.851473894
"591",199086694,"2019-06-29T00:00:00.000",681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","K",79,2,"25-44","M","BLACK",999634,190253,40.688872153,-73.9445290319999
"592",199086691,"2019-06-29T00:00:00.000",639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY &","PL 24030M1","M","B",46,0,"18-24","M","BLACK",1011751,250275,40.853587401,-73.9005913559999
"593",199099661,"2019-06-29T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553004","F","M",1,0,"45-64","M","BLACK",981382,201274,40.719135115,-74.0103477219999
"594",199077512,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200003","M","K",63,0,"25-44","M","BLACK",999607,168806,40.6300049070001,-73.94467523
"595",199101239,"2019-06-29T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 140100E","M","M",9,2,"25-44","M","BLACK",989632,202781,40.7232702960001,-73.980584741
"596",199102525,"2019-06-29T00:00:00.000",419,"LARCENY,GRAND FROM PERSON,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553005","F","B",40,0,"25-44","M","BLACK",1009013,236135,40.814785296,-73.910540818
"597",199102546,"2019-06-29T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","Q",101,0,"25-44","M","WHITE HISPANIC",1053780,160576,40.6071558030001,-73.7495931679999
"598",199103785,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",49,0,"25-44","M","BLACK",1020845,250471,40.8540923530001,-73.86771751
"599",199103793,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",94,0,"<18","M","BLACK",997864,203029,40.723942159,-73.950885559
"600",199103811,"2019-06-29T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","M",1,0,"25-44","M","BLACK",982351,201758,40.72046384,-74.006852204
"601",199104945,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",66,0,"25-44","M","BLACK",986716,172240,40.639443476,-73.991116001
"602",199104952,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",62,0,"45-64","F","ASIAN / PACIFIC ISLANDER",981699,158651,40.6021444720001,-74.009188017
"603",199106419,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",52,0,"25-44","M","WHITE HISPANIC",1017440,256046,40.869407492,-73.879998313
"604",199106615,"2019-06-29T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","K",67,0,"45-64","M","BLACK",1005609,178951,40.657838306,-73.9230198939999
"605",199106797,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",43,0,"25-44","F","WHITE HISPANIC",1026317,240124,40.825668512,-73.8480022099999
"606",199103802,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",84,0,"25-44","M","BLACK",988806,190220,40.6887937710001,-73.983573208
"607",199107004,"2019-06-29T00:00:00.000",548,"GAMBLING, DEVICE, POSSESSION",350,"GAMBLING","PL 2253002","M","K",79,0,"18-24","M","BLACK",1000788,189718,40.6874016190001,-73.940369194
"608",199107311,"2019-06-29T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","Q",114,0,"45-64","M","WHITE",1005617,218519,40.7664429920001,-73.9228654889999
"609",199110207,"2019-06-29T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","K",73,0,"25-44","M","BLACK",1009271,183324,40.6698316270001,-73.9098051889999
"610",199092422,"2019-06-29T00:00:00.000",175,"SEXUAL ABUSE 3,2",233,"SEX CRIMES","PL 13052A1","M","Q",114,0,"45-64","M","WHITE",1007654,219564,40.7693060870001,-73.91550818
"611",199081610,"2019-06-29T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 121110A","M","Q",105,0,"45-64","M","BLACK",1050530,179611,40.65942756,-73.761110844
"612",199101232,"2019-06-29T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","K",63,0,"25-44","F","BLACK",1002326,167302,40.6258716140001,-73.934883601
"613",199083613,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",19,0,"25-44","M","WHITE",997027,220847,40.7728493330001,-73.953871394
"614",199083615,"2019-06-29T00:00:00.000",105,"STRANGULATION 1ST",106,"FELONY ASSAULT","PL 1211200","F","Q",110,0,"25-44","M","WHITE HISPANIC",1017570,209659,40.7420875920001,-73.879758496
"615",199083616,"2019-06-29T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","Q",110,0,"25-44","M","WHITE HISPANIC",1020802,210947,40.7456100590001,-73.8680880909999
"616",199088164,"2019-06-29T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,",109,"GRAND LARCENY","PL 1553501","F","M",14,0,"25-44","F","WHITE HISPANIC",985802,213781,40.7534640760001,-73.994399743
"617",199092417,"2019-06-29T00:00:00.000",802,"ALCOHOLIC BEVERAGE CONTROL LAW",346,"ALCOHOLIC BEVERAGE CONTROL LAW","ABC0100001","M","K",60,0,"25-44","M","WHITE HISPANIC",990784,149362,40.576645978,-73.9764803959999
"618",199099653,"2019-06-29T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",72,0,"45-64","M","WHITE",982206,177817,40.654751245,-74.007368032
"619",199081326,"2019-06-29T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450502","F","M",7,0,"25-44","F","BLACK",986757,198335,40.7110683720001,-73.990958569
"620",199099655,"2019-06-29T00:00:00.000",750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2053000","M","K",81,2,"25-44","M","BLACK",1001942,193405,40.697519351,-73.936198452
"621",199081060,"2019-06-29T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","Q",103,0,"18-24","M","WHITE HISPANIC",1038782,190227,40.688646168,-73.803367688
"622",199076958,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",90,2,"25-44","M","WHITE HISPANIC",1000717,195111,40.702204286,-73.9406120209999
"623",199081048,"2019-06-29T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",60,0,"25-44","M","BLACK",990784,149362,40.576645978,-73.9764803959999
