"","arrest_key","arrest_date","pd_cd","pd_desc","ky_cd","ofns_desc","law_code","law_cat_cd","arrest_boro","arrest_precinct","jurisdiction_code","age_group","perp_sex","perp_race","x_coord_cd","y_coord_cd","latitude","longitude"
"498",173110222,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200512","F","B",42,0,"25-44","M","BLACK",1009094,239693,40.8245507730001,-73.910235021
"499",173110217,"2017-12-30T00:00:00.000",748,"CONTEMPT,CRIMINAL",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2155007","M","B",46,0,"25-44","M","BLACK",1011301,252369,40.8593361920001,-73.9022095569999
"500",173108364,"2017-12-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 2155100","F","K",77,0,"25-44","M","BLACK",1003508,185056,40.67459999,-73.930574822
"501",173108360,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",48,0,"45-64","M","WHITE HISPANIC",1011751,246839,40.8441566000001,-73.900605449
"502",173113244,"2017-12-30T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 140100A","M","M",5,1,"18-24","M","BLACK HISPANIC",985145,203571,40.7254402460001,-73.996772441
"503",173113234,"2017-12-30T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","K",73,0,"45-64","M","BLACK",1008850,179962,40.6606048670001,-73.911335086
"504",173095147,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",6,0,"25-44","M","UNKNOWN",982807,209038,40.7404457480001,-74.0052087189999
"505",173100201,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","Q",113,0,"25-44","M","BLACK",1045324,190477,40.6892896350001,-73.7797760999999
"506",173093656,"2017-12-30T00:00:00.000",782,"WEAPONS, POSSESSION, ETC",236,"DANGEROUS WEAPONS","PL 2650101","M","M",19,0,"25-44","M","BLACK",997839,225593,40.785874639,-73.9509301529999
"507",173093674,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","Q",101,0,"18-24","M","WHITE",1043516,157081,40.597637353,-73.786588876
"508",173093905,"2017-12-30T00:00:00.000",847,"NY STATE LAWS,UNCLASSIFIED FELONY",125,"OTHER STATE LAWS","VTL0511003","F","K",81,0,"25-44","M","BLACK",1004856,187468,40.6812173490001,-73.925707802
"509",173093912,"2017-12-30T00:00:00.000",707,"IMPERSONATION 2, PUBLIC SERVANT",340,"FRAUDS","PL 1902300","M","M",17,4,"45-64","M","BLACK",992038,211064,40.7460033020001,-73.971894999
"510",173093922,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","S",122,0,"65+","M","BLACK",955640,153482,40.5879107960001,-74.103008888
"511",173095148,"2017-12-30T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651502","M","M",13,0,"25-44","M","BLACK",984784,209157,40.740772475,-73.998074424
"512",173095153,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",115,0,"18-24","F","WHITE HISPANIC",1013651,211889,40.748222277,-73.8938913549999
"513",173097294,"2017-12-30T00:00:00.000",106,"ASSAULT 2,1,PEACE OFFICER",106,"FELONY ASSAULT","PL 12005A3","F","M",6,0,"25-44","M","WHITE",983271,206515,40.7335207990001,-74.0035339409999
"514",173097450,"2017-12-30T00:00:00.000",687,"CHILD,OFFENSES AGAINST,UNCLASSIFIED",345,"OFFENSES RELATED TO CHILDREN","PL 2602002","M","K",62,0,"18-24","F","WHITE HISPANIC",987090,157683,40.5994874200001,-73.9897745329999
"515",173097580,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",6,0,"25-44","F","ASIAN / PACIFIC ISLANDER",984213,204463,40.7278886140001,-74.000134942
"516",173097590,"2017-12-30T00:00:00.000",244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,"BURGLARY","PL 1402000","F","Q",115,0,"45-64","M","BLACK HISPANIC",1021261,214969,40.756647512,-73.866409462
"517",173098532,"2017-12-30T00:00:00.000",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,"DANGEROUS DRUGS","PL 2201601","F","Q",108,1,"65+","F","WHITE",1008021,212162,40.748988518,-73.9142094059999
"518",173101834,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 120102H","F","B",47,0,"45-64","M","BLACK",1027676,266180,40.897177696,-73.842922973
"519",173111970,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","Q",113,0,"18-24","M","WHITE HISPANIC",1039504,188666,40.6843571140001,-73.80077708
"520",173102758,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",46,0,"45-64","M","BLACK",1013997,253290,40.861855387,-73.892459187
"521",173097289,"2017-12-30T00:00:00.000",203,"TRESPASS 3, CRIMINAL",352,"CRIMINAL TRESPASS","PL 1401000","M","K",60,2,"25-44","F","WHITE",990284,154582,40.5909741990001,-73.978275632
"522",173104453,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","B",46,0,"25-44","F","UNKNOWN",1011751,250275,40.853587401,-73.9005913559999
"523",173104467,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","M",19,0,"18-24","M","WHITE HISPANIC",999249,223595,40.78038838,-73.945842958
"524",173107286,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",9,0,"18-24","M","BLACK",986930,206925,40.734645797,-73.99033113
"525",173108359,"2017-12-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 2052501","F","B",41,72,"25-44","M","BLACK",1017934,232221,40.804012949,-73.8783318329999
"526",173108373,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","M",9,2,"45-64","M","WHITE HISPANIC",988390,202293,40.721931522,-73.98506582
"527",173110219,"2017-12-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 160102A","F","B",47,0,"<18","M","WHITE HISPANIC",1023992,261067,40.883161504,-73.856278883
"528",173111097,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K",79,0,"25-44","M","BLACK",996651,186731,40.6792097470001,-73.955291765
"529",173111113,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","Q",113,0,"45-64","M","BLACK",1046166,187009,40.679764946,-73.776771832
"530",173111114,"2017-12-30T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","S",120,0,"45-64","M","WHITE",948349,169424,40.6316417410001,-74.129344126
"531",173111968,"2017-12-30T00:00:00.000",244,"BURGLARY,UNCLASSIFIED,UNKNOWN TIME",107,"BURGLARY","PL 1402000","F","M",9,0,"45-64","M","BLACK HISPANIC",989249,205305,40.7301982870001,-73.98196462
"532",173107288,"2017-12-30T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","M",6,1,"45-64","M","BLACK",983985,205857,40.7317148010001,-74.000957613
"533",173097287,"2017-12-30T00:00:00.000",505,"CONTROLLED SUBSTANCE, POSSESSION 4",117,"DANGEROUS DRUGS","PL 2200903","F","B",41,0,"25-44","F","WHITE HISPANIC",1015672,236043,40.814511607,-73.88648448
"534",173112643,"2017-12-30T00:00:00.000",748,"CONTEMPT,CRIMINAL",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2155003","M","B",52,0,"25-44","M","BLACK",1015909,254861,40.8661606530001,-73.885539452
"535",173099461,"2017-12-30T00:00:00.000",462,"UNAUTHORIZED USE VEHICLE 3",353,"UNAUTHORIZED USE OF A VEHICLE 3 (UUV)","PL 1650501","M","Q",107,0,"18-24","M","BLACK",1043678,208647,40.739173011,-73.785550954
"536",173112657,"2017-12-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","K",63,0,"25-44","M","WHITE HISPANIC",1000521,168264,40.6285156000001,-73.941383698
"537",173113232,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",45,0,"25-44","F","BLACK",1033597,255731,40.868467378,-73.821582846
"538",173113239,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K",73,0,"18-24","M","BLACK",1007155,188499,40.684041558,-73.917415401
"539",173113255,"2017-12-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","Q",102,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1032317,191628,40.6925290550001,-73.826669393
"540",173113258,"2017-12-30T00:00:00.000",729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,"FORGERY","PL 1702500","F","S",122,0,"18-24","M","WHITE HISPANIC",954827,148519,40.574285688,-74.105914405
"541",173113402,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1201001","F","Q",108,0,"25-44","M","WHITE HISPANIC",1013102,211221,40.7463905930001,-73.895875594
"542",173113404,"2017-12-30T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553001","F","Q",103,0,"<18","M","ASIAN / PACIFIC ISLANDER",1037842,195588,40.703366577,-73.806714514
"543",173113413,"2017-12-30T00:00:00.000",507,"CONTROLLED SUBSTANCE, POSSESSION 5",117,"DANGEROUS DRUGS","PL 2200606","F","K",68,0,"25-44","M","ASIAN / PACIFIC ISLANDER",979617,170814,40.63552854,-74.016693995
"544",173093662,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","M",24,0,"25-44","F","WHITE",993369,229307,40.7960743130001,-73.9670667459999
"545",173104464,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,"VEHICLE AND TRAFFIC LAWS","VTL05110E2","F","K",68,0,"25-44","M","WHITE HISPANIC",980771,169762,40.632641552,-74.012535627
"546",173103594,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",19,0,"25-44","M","BLACK",996482,223147,40.779163,-73.9558348739999
"547",173101839,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",50,0,"25-44","M","WHITE HISPANIC",1013106,260771,40.8823913850001,-73.895648136
"548",173098052,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U3","M","K",70,0,"25-44","M","ASIAN / PACIFIC ISLANDER",995871,175003,40.647020039,-73.958124133
"549",173111953,"2017-12-30T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","B",42,1,"25-44","M","WHITE HISPANIC",1014172,241737,40.830145224,-73.891878074
"550",173097449,"2017-12-30T00:00:00.000",687,"CHILD,OFFENSES AGAINST,UNCLASSIFIED",345,"OFFENSES RELATED TO CHILDREN","PL 2602002","M","K",62,0,"25-44","F","WHITE HISPANIC",984231,163471,40.615374753,-74.0000698759999
"551",173097443,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U3","M","B",40,0,"25-44","M","BLACK",1007453,233952,40.808797805,-73.916184132
"552",173106333,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",40,0,"25-44","M","WHITE HISPANIC",1007567,237088,40.817404948,-73.91576143
"553",173097451,"2017-12-30T00:00:00.000",750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINISTRATION","PL 2053000","M","M",17,0,"18-24","M","BLACK",992020,212581,40.7501671030001,-73.971958209
"554",173113515,"2017-12-30T00:00:00.000",113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","K",72,0,"25-44","M","WHITE HISPANIC",983829,178017,40.655300427,-74.001518743
"555",173113409,"2017-12-30T00:00:00.000",114,"OBSTR BREATH/CIRCUL",344,"ASSAULT 3 & RELATED OFFENSES","PL 1211100","M","K",79,0,"25-44","M","BLACK",996599,189082,40.68566278,-73.9554749339999
"556",173113406,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","S",121,0,"25-44","M","WHITE",937077,149100,40.575803739,-74.169812399
"557",173113254,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",115,0,"18-24","M","WHITE HISPANIC",1023558,213558,40.7527647680001,-73.858126655
"558",173113250,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",107,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1036628,204948,40.7290647500001,-73.811020132
"559",173113248,"2017-12-30T00:00:00.000",259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450003","M","Q",106,0,"45-64","M","WHITE",1031898,186190,40.677605279,-73.82821878
"560",173112667,"2017-12-30T00:00:00.000",707,"IMPERSONATION 2, PUBLIC SERVANT",340,"FRAUDS","PL 1902503","M","Q",102,1,"18-24","M","BLACK",1035966,191851,40.693120567,-73.81350924
"561",173112647,"2017-12-30T00:00:00.000",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117,"DANGEROUS DRUGS","PL 2200601","F","B",42,0,"18-24","M","BLACK",1011926,242049,40.831008898,-73.899992717
"562",173112644,"2017-12-30T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","B",48,0,"18-24","F","BLACK",1015210,251554,40.85708642,-73.8880819339999
"563",173114456,"2017-12-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","M",30,0,"25-44","M","BLACK",999724,240312,40.8262711360001,-73.9440893
"564",173097578,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U3","M","K",76,0,"25-44","M","UNKNOWN",984166,188346,40.6836512410001,-74.000304312
"565",173108362,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",40,2,"<18","M","BLACK",1009100,235660,40.813481309,-73.910228274
"566",173099459,"2017-12-30T00:00:00.000",462,"UNAUTHORIZED USE VEHICLE 3",353,"UNAUTHORIZED USE OF A VEHICLE 3 (UUV)","PL 1650501","M","Q",107,0,"18-24","M","BLACK",1043678,208647,40.739173011,-73.785550954
"567",173100195,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","K",63,0,"25-44","M","BLACK",1003216,160326,40.60672208,-73.931697018
"568",173100196,"2017-12-30T00:00:00.000",269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450502","F","M",13,3,"18-24","M","BLACK",986691,209691,40.7422378520001,-73.991192516
"569",173101838,"2017-12-30T00:00:00.000",267,"MISCHIEF, CRIMINAL 3 & 2, OF MOTOR VEHICLE",121,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1651001","F","B",42,0,"25-44","M","WHITE HISPANIC",1008691,238872,40.822298485,-73.9116941309999
"570",173102757,"2017-12-30T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","B",46,1,"45-64","M","BLACK",1010257,248767,40.8494529160001,-73.9059976839999
"571",173102769,"2017-12-30T00:00:00.000",175,"SEXUAL ABUSE 3,2",233,"SEX CRIMES","PL 1305500","M","M",5,1,"25-44","M","BLACK",984946,200203,40.716195914,-73.997490746
"572",173102776,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","Q",109,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1033113,218123,40.7652468640001,-73.8236065949999
"573",173104455,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",44,0,"25-44","M","WHITE HISPANIC",1008314,246652,40.843653374,-73.913028353
"574",173104468,"2017-12-30T00:00:00.000",779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",101,0,"25-44","M","BLACK",1053650,158969,40.602745951,-73.750077865
"575",173105389,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",32,0,"25-44","M","WHITE HISPANIC",1000186,239141,40.8230562520001,-73.9424227379999
"576",173105392,"2017-12-30T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","Q",110,1,"25-44","M","ASIAN / PACIFIC ISLANDER",1018154,207719,40.736760557,-73.877660776
"577",173107293,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","Q",113,0,"25-44","M","BLACK",1044582,187079,40.6799680170001,-73.782482074
"578",173110233,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","K",94,0,"25-44","M","WHITE HISPANIC",997496,203879,40.7262757610001,-73.952211537
"579",173113520,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",9,2,"18-24","F","WHITE HISPANIC",990896,201774,40.720505465,-73.976025587
"580",173111092,"2017-12-30T00:00:00.000",109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","B",44,0,"25-44","M","BLACK",1007383,245479,40.840436321,-73.916397256
"581",173111101,"2017-12-30T00:00:00.000",209,"BURGLARS TOOLS,UNCLASSIFIED",231,"BURGLAR'S TOOLS","PL 1403500","M","M",20,0,"18-24","M","BLACK",988854,221400,40.774375208,-73.9833787979999
"582",173111110,"2017-12-30T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553001","F","Q",110,0,"18-24","F","BLACK",1019840,206689,40.733926841,-73.871582398
"583",173111112,"2017-12-30T00:00:00.000",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,"DANGEROUS DRUGS","PL 2201601","F","Q",100,0,"45-64","M","BLACK",1029551,149707,40.577479606,-73.8369251249999
"584",173112652,"2017-12-30T00:00:00.000",969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,"OTHER TRAFFIC INFRACTION","VTL051101A","M","K",69,0,"45-64","M","BLACK",1011618,174026,40.644303725,-73.901382412
"585",173112668,"2017-12-30T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","Q",103,2,"25-44","M","BLACK",1041732,192519,40.6949184960001,-73.792710937
"586",173113256,"2017-12-30T00:00:00.000",793,"WEAPONS POSSESSION 3",118,"DANGEROUS WEAPONS","PL 2650201","F","S",122,0,"25-44","M","BLACK HISPANIC",955093,149547,40.577108223,-74.10496133
"587",173113259,"2017-12-30T00:00:00.000",904,"INTOXICATED DRIVING,ALCOHOL",119,"INTOXICATED/IMPAIRED DRIVING","VTL11920E3","F","S",123,0,"25-44","M","WHITE",934123,130997,40.526098338,-74.180311887
"588",173113407,"2017-12-30T00:00:00.000",639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV","PL 2403004","M","B",43,0,"45-64","M","BLACK",1017772,240710,40.827313476,-73.878874593
"589",173108384,"2017-12-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1600500","F","Q",114,0,"18-24","M","BLACK",1008750,221802,40.7754458410001,-73.911543238
"590",173113506,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",43,0,"45-64","M","BLACK HISPANIC",1023964,243682,40.835445083,-73.856483146
"591",173111104,"2017-12-30T00:00:00.000",478,"THEFT OF SERVICES, UNCLASSIFIED",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","M",18,1,"45-64","M","BLACK",988506,215877,40.759216176,-73.984638741
"592",173105387,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","M",10,0,"25-44","M","ASIAN / PACIFIC ISLANDER",984802,211047,40.745960053,-73.9980093139999
"593",173107291,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL119807A","M","Q",108,4,"45-64","M","BLACK HISPANIC",997296,209526,40.7417756840001,-73.9529221619999
"594",173103581,"2017-12-30T00:00:00.000",639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY &","PL 24030M1","M","B",41,0,"25-44","M","WHITE HISPANIC",1013086,236614,40.816087661,-73.8958243539999
"595",173108385,"2017-12-30T00:00:00.000",511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,"DANGEROUS DRUGS","PL 2200300","M","S",120,0,"25-44","F","WHITE",962951,172727,40.640754918,-74.0767470879999
"596",173116535,"2017-12-30T00:00:00.000",510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117,"DANGEROUS DRUGS","PL 2200601","F","K",73,0,"45-64","M","BLACK",1010985,178704,40.657145746,-73.9036448479999
"597",173104470,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",115,0,"25-44","M","WHITE HISPANIC",1017904,212282,40.7492857990001,-73.878540057
"598",173112656,"2017-12-30T00:00:00.000",503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,"DANGEROUS DRUGS","PL 2201603","F","K",75,0,"45-64","M","BLACK",1013870,185175,40.6748980130001,-73.893218494
"599",173103596,"2017-12-30T00:00:00.000",793,"WEAPONS POSSESSION 3",118,"DANGEROUS WEAPONS","PL 2650201","F","S",120,0,"25-44","M","BLACK",963769,166555,40.623816017,-74.073780898
"600",173102766,"2017-12-30T00:00:00.000",905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","K",76,0,"25-44","M","BLACK HISPANIC",982802,186932,40.679770013,-74.005222004
"601",173113416,"2017-12-30T00:00:00.000",439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,"GRAND LARCENY","PL 1553004","F","M",7,0,"25-44","M","ASIAN / PACIFIC ISLANDER",987393,201401,40.719483607,-73.988663053
"602",173113414,"2017-12-30T00:00:00.000",490,"STOLEN PROPERTY 3,POSSESSION",232,"POSSESSION OF STOLEN PROPERTY 5","PL 1654000","M","K",67,0,"18-24","M","BLACK HISPANIC",1003933,181325,40.664358295,-73.929053557
"603",173113408,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",43,0,"45-64","M","BLACK HISPANIC",1023964,243682,40.835445083,-73.856483146
"604",173113398,"2017-12-30T00:00:00.000",259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,"CRIMINAL MISCHIEF & RELATED OFFENSES","PL 1450001","M","M",14,7,"18-24","M","BLACK",986320,212857,40.750927823,-73.992530384
"605",173113392,"2017-12-30T00:00:00.000",101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",75,0,"25-44","M","BLACK",1015041,185170,40.674880294,-73.8889969539999
"606",173113379,"2017-12-30T00:00:00.000",567,"MARIJUANA, POSSESSION 4 & 5",235,"DANGEROUS DRUGS","PL 2211001","M","B",46,0,"18-24","M","BLACK HISPANIC",1009356,247701,40.84652967,-73.9092583889999
"607",173113257,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","S",122,0,"18-24","M","WHITE",951743,149951,40.578205473,-74.117022649
"608",173111969,"2017-12-30T00:00:00.000",879,"ADM.CODE,UNCLASSIFIED VIOLATION",675,"ADMINISTRATIVE CODE","AC 010125B","V","Q",103,1,"25-44","M","WHITE",1039726,195270,40.702482133,-73.799922252
"609",173111967,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","M",13,0,"<18","F","BLACK",988619,209968,40.742997406,-73.984234687
"610",173108368,"2017-12-30T00:00:00.000",397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,"ROBBERY","PL 1601001","F","K",71,0,"18-24","M","BLACK",1003232,180916,40.6632372110001,-73.93158148
"611",173108358,"2017-12-30T00:00:00.000",339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,"PETIT LARCENY","PL 1552500","M","B",45,0,"25-44","F","BLACK",1029529,239356,40.823544692,-73.8364016089999
"612",173107282,"2017-12-30T00:00:00.000",922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","K",73,0,"25-44","M","BLACK",1007237,183220,40.669551686,-73.917137748
